acc,loss,val_acc,val_loss
0.3945294409190994,2.0537973939343357,0.43749492192330747,1.8705836495660586
0.466854083216198,1.7789412072460025,0.4717171224654927,1.7579376177187347
0.4839084475572203,1.7135941260835978,0.4756658379142325,1.7441081766009894
0.49297187939305964,1.6801305470639059,0.4778595687505664,1.7347241529112536
0.49874062578759315,1.660485946976267,0.48110954029830244,1.7342945230346363
0.5021043736847665,1.648601727846664,0.48258827734434034,1.7289704782655686
0.5038593725883764,1.6594219559918124,0.48486325742325176,1.7420001674026575
0.5074912453179716,1.6479818991422546,0.4842620126841432,1.7214665928529163
0.5089293694191441,1.623765959465346,0.4879182306922356,1.7288041167555288
0.5085474946578158,1.6840372379243191,0.4837257673927553,1.740166866991831
0.5123256172966103,1.6144921440883193,0.486699491402696,1.7185177597180321
0.5129065544338878,1.6415456731544311,0.4864882432210918,1.841639976908728
0.5129959293780284,1.6298482299196795,0.4776970701738818,1.8051360034352188
0.48780032012504204,1.7593752898650146,0.4836932676441965,1.7439238538779103
0.508108744933003,1.626894430484352,0.4853507531741297,1.766405160388467
0.509250306718074,1.6240194997627313,0.48920196945952144,1.7272896566576026
0.4957668776459436,1.754422906016035,0.4396724028882677,2.0881507293022588
0.4574615890869911,1.906911640839931,0.4487723232489516,1.9355949373422217
0.47144876784403583,1.7783868986276117,0.4774533222931157,1.7860191618668428
0.47551939030038104,1.8312825333656886,0.4167601033515171,2.294461628644881
0.32315542302810274,3.872683812841295,0.20398446513714077,6.940791760510054
0.1799442625353202,8.140478018575234,0.24777783193912767,4.276958396211278
0.17927801295130244,9.628647126296586,0.15635613187755032,11.43311970979985
0.14881740698936277,11.321841642023372,0.14415248866705596,10.642961512551215
0.15333896666363012,9.823316140686545,0.17213474382220229,9.430761697215269
0.17573145266790263,9.052983613800201,0.15438989908814083,9.074004940647326
0.15840083849959702,9.471680332105949,0.14446123595643678,9.803529886447096
0.13915272552954655,9.991724283344578,0.14293374933405192,9.652010083254725
0.1646570845894432,9.119018562102909,0.17752969661636533,8.893863425546709
0.17869301331692722,8.422137264071104,0.17320723444686864,8.372087615848772
