acc,loss,val_acc,val_loss
0.20321424799115553,2.892019307852514,0.2824875282321908,2.493564178206787
0.2640257724843765,2.594800536454727,0.31474349597746015,2.3438661686555364
0.2829732606419542,2.503131234088041,0.338630786963664,2.2625771998220094
0.2950795030754316,2.4531339068285587,0.34792570566460407,2.2116596281851004
0.303809810119353,2.4203651875890215,0.354344399501033,2.1793121268758187
0.3091438692850817,2.391314491128484,0.3627293261164593,2.1507360350390425
0.3142463660960212,2.3704743659382888,0.36877427322462497,2.124123180285853
0.317878238826585,2.3551258501297574,0.37174799718807455,2.1091211045415412
0.32211136118088357,2.338994062771998,0.3763467069822954,2.087721826784592
0.32433354729201724,2.327617798767292,0.3778091941526011,2.0756781585045396
0.32781917011326084,2.3193428458418732,0.3832853962687641,2.061145794109004
0.3297447939099881,2.3098790937343803,0.3861453712125047,2.0499144637314846
0.3326169796146299,2.299640665761226,0.3889728464885618,2.0401645102230725
0.3331329167928956,2.292167376349152,0.3927915630912573,2.032403052774287
0.3357572901519358,2.2876032703075486,0.39441654883970045,2.02304507811101
0.3359766650150687,2.2837877137106743,0.39451404801806134,2.0173087303909543
0.3384832259479838,2.277816920435932,0.3987552608924358,2.00794223315165
0.3403032248109688,2.2706607548560966,0.40046149596142605,2.0012264853072863
0.3408800994509064,2.269847855446124,0.4009002421388628,1.9972784843239333
0.34237103601822355,2.2642579574487796,0.4017939843036059,1.9915032778274568
0.34248884844495403,2.263309063494912,0.40029899738474145,1.990162269153904
0.34242791098303993,2.2578589844612824,0.40177773446225784,1.9863631005220455
0.343406972870642,2.254749255234328,0.40354896893102465,1.9829857018107095
0.34452415967252126,2.250016553597386,0.4037764669418699,1.9795966230472204
0.3454016591240841,2.2482294082075955,0.40424771283493416,1.9753683125086121
0.34509697181445315,2.247411175372052,0.40406896441399576,1.975815800199867
0.3472500954696589,2.2428545474161505,0.4031102228029848,1.9730448973039583
0.34787978257610447,2.2419947681968475,0.4053527031812815,1.965903947352162
0.3458647838349944,2.2396744820447805,0.4072701863718249,1.964799237252444
0.3490538443415894,2.235249370121751,0.40699393880545687,1.960563684186274
